SETOR_ATIV,Cont.Núm - SETOR_ATIV,,,,PERC,Cont.Núm - PERC,,,,,,,,
,,,,,0.365198573931805,1,,,,,,,,
,,,,,0.365298550654003,1,,,,,,,,
,,,,,0.365327942040518,1,,,,,,,,
,,,,,0.365378520329621,1,,,,,,,,
,,,,,0.365400911237487,1,,,,,,,,
,,,,,0.365564471251369,1,,,,,,,,
,,,,,0.365844682474447,1,,,,,,,,
,,,,,0.365925585544188,1,,,,,,,,
,,,,,0.366025165307968,1,,,,,,,,
,,,,,0.366068713894801,1,,,,,,,,
,,,,,0.366126811446021,1,,,,,,,,
,,,,,0.36619052355757,1,,,,,,,,
,,,,,0.366384343171244,1,,,,,,,,
,,,,,0.36653057624214,1,,,,,,,,
,,,,,0.36664554997371,1,,,,,,,,
,,,,,0.366695521969668,1,,,,,,,,
,,,,,0.366934363439232,1,,,,,,,,
,,,,,0.367182474103693,1,,,,,,,,
,,,,,0.367420021335575,1,,,,,,,,
,,,,,0.367634646037207,1,,,,,,,,
,,,,,0.367677561131686,1,,,,,,,,
,,,,,0.367771236333053,1,,,,,,,,
,,,,,0.367804523350815,1,,,,,,,,
,,,,,0.367874934433023,1,,,,,,,,
,,,,,0.367944517311304,1,,,,,,,,
,,,,,0.367975252586218,1,,,,,,,,
,,,,,0.368270187802633,1,,,,,,,,
,,,,,0.368363873034945,1,,,,,,,,
,,,,,0.368611788367217,1,,,,,,,,
,,,,,0.368766796058525,1,,,,,,,,
,,,,,0.368995039359522,1,,,,,,,,
,,,,,0.368999058210768,1,,,,,,,,
,,,,,0.369120032953883,1,,,,,,,,
,,,,,0.369409619329838,1,,,,,,,,
,,,,,0.36969948814905,1,,,,,,,,
,,,,,0.369836426087299,1,,,,,,,,
,,,,,0.36999275901663,1,,,,,,,,
,,,,,0.370044470196062,1,,,,,,,,
,,,,,0.370171312660358,1,,,,,,,,
,,,,,0.370223542909654,1,,,,,,,,
,,,,,0.370462808014908,1,,,,,,,,
,,,,,0.370589206856164,1,,,,,,,,
,,,,,0.370681977131543,1,,,,,,,,
,,,,,0.370889025137952,1,,,,,,,,
,,,,,0.370934964040611,1,,,,,,,,
,,,,,0.371208497070314,1,,,,,,,,
,,,,,0.3712941094547,1,,,,,,,,
,,,,,0.371327579875138,1,,,,,,,,
,,,,,0.371331341014701,1,,,,,,,,
,,,,,0.37142068044044,1,,,,,,,,
,,,,,0.371426386599358,1,,,,,,,,
,,,,,0.371560584317011,1,,,,,,,,
,,,,,0.371586042398698,1,,,,,,,,
,,,,,0.37169078715143,1,,,,,,,,
,,,,,0.371693035548095,1,,,,,,,,
,,,,,0.371726423665706,1,,,,,,,,
,,,,,0.371804060736518,1,,,,,,,,
,,,,,0.371866378081006,1,,,,,,,,
,,,,,0.371880205308086,1,,,,,,,,
,,,,,0.372074664748086,1,,,,,,,,
,,,,,0.372089907685143,1,,,,,,,,
,,,,,0.372299328310191,1,,,,,,,,
,,,,,0.372341795119581,1,,,,,,,,
,,,,,0.372433516501614,1,,,,,,,,
,,,,,0.372585244115469,1,,,,,,,,
,,,,,0.372795556126748,1,,,,,,,,
,,,,,0.37313922784041,1,,,,,,,,
,,,,,0.373302406289286,1,,,,,,,,
,,,,,0.373625777566248,1,,,,,,,,
,,,,,0.373648868694074,1,,,,,,,,
,,,,,0.373669521630776,1,,,,,,,,
,,,,,0.373733346702715,1,,,,,,,,
,,,,,0.373820631810002,1,,,,,,,,
,,,,,0.374034864821942,1,,,,,,,,
,,,,,0.374506626781337,1,,,,,,,,
,,,,,0.37477636555472,1,,,,,,,,
,,,,,0.374833670983283,1,,,,,,,,
,,,,,0.374874620826665,1,,,,,,,,
,,,,,0.374979249041683,1,,,,,,,,
,,,,,0.375093310760086,1,,,,,,,,
,,,,,0.375159859595657,1,,,,,,,,
,,,,,0.375304721998109,1,,,,,,,,
,,,,,0.375442103523449,1,,,,,,,,
,,,,,0.375638470637769,1,,,,,,,,
,,,,,0.3757060899826,1,,,,,,,,
,,,,,0.376009113046551,1,,,,,,,,
,,,,,0.376051218897904,1,,,,,,,,
,,,,,0.376102060532271,1,,,,,,,,
,,,,,0.37638738437282,1,,,,,,,,
,,,,,0.376398594336955,1,,,,,,,,
,,,,,0.376634213432614,1,,,,,,,,
,,,,,0.376872476895018,1,,,,,,,,
,,,,,0.377093008163908,1,,,,,,,,
,,,,,0.377138651045474,1,,,,,,,,
,,,,,0.377161239762044,1,,,,,,,,
,,,,,0.377177383924043,1,,,,,,,,
,,,,,0.377290661810546,1,,,,,,,,
,,,,,0.377364307646301,1,,,,,,,,
,,,,,0.377539585750367,1,,,,,,,,
,,,,,0.377571569266093,1,,,,,,,,
,,,,,0.37760189168774,1,,,,,,,,
,,,,,0.377633341524728,1,,,,,,,,
,,,,,0.377922478653755,1,,,,,,,,
,,,,,0.377965109923674,1,,,,,,,,
,,,,,0.37811664849043,1,,,,,,,,
,,,,,0.378357257635182,1,,,,,,,,
,,,,,0.378549469678419,1,,,,,,,,
,,,,,0.378556850002109,1,,,,,,,,
,,,,,0.378568395567066,1,,,,,,,,
,,,,,0.378568573412156,1,,,,,,,,
,,,,,0.37876167416119,1,,,,,,,,
,,,,,0.378769651227845,1,,,,,,,,
,,,,,0.378938205966022,1,,,,,,,,
,,,,,0.378983326337599,1,,,,,,,,
,,,,,0.37899381575506,1,,,,,,,,
,,,,,0.379017308533461,1,,,,,,,,
,,,,,0.37947270386516,1,,,,,,,,
,,,,,0.37957172448933,1,,,,,,,,
,,,,,0.379813219949238,1,,,,,,,,
,,,,,0.380126491577364,1,,,,,,,,
,,,,,0.380186030491663,1,,,,,,,,
,,,,,0.380224643334404,1,,,,,,,,
,,,,,0.38040159420152,1,,,,,,,,
,,,,,0.380544539799795,1,,,,,,,,
,,,,,0.380695045158579,1,,,,,,,,
,,,,,0.380764026286301,1,,,,,,,,
,,,,,0.380856284645334,1,,,,,,,,
,,,,,0.38099248580835,1,,,,,,,,
,,,,,0.381102726174292,1,,,,,,,,
,,,,,0.381223502804881,1,,,,,,,,
,,,,,0.381258223090225,1,,,,,,,,
,,,,,0.381345646806077,1,,,,,,,,
,,,,,0.381487698117217,1,,,,,,,,
,,,,,0.381518954097457,1,,,,,,,,
,,,,,0.381546900967378,1,,,,,,,,
,,,,,0.381609280163124,1,,,,,,,,
,,,,,0.381628538763021,1,,,,,,,,
,,,,,0.381718081752831,1,,,,,,,,
,,,,,0.381807324313483,1,,,,,,,,
,,,,,0.381809035945674,1,,,,,,,,
,,,,,0.381858089570976,1,,,,,,,,
,,,,,0.381871105396278,1,,,,,,,,
,,,,,0.381885657339789,1,,,,,,,,
,,,,,0.382157109368557,1,,,,,,,,
,,,,,0.382405115830329,1,,,,,,,,
,,,,,0.382801922643734,1,,,,,,,,
,,,,,0.382812924541631,1,,,,,,,,
,,,,,0.383323567789193,1,,,,,,,,
,,,,,0.38339627709753,1,,,,,,,,
,,,,,0.383415719725513,1,,,,,,,,
,,,,,0.383538452723969,1,,,,,,,,
,,,,,0.383577223537306,1,,,,,,,,
,,,,,0.383685779093304,1,,,,,,,,
,,,,,0.383695691495134,1,,,,,,,,
,,,,,0.383891214158969,1,,,,,,,,
,,,,,0.383958385062799,1,,,,,,,,
,,,,,0.384143600830655,1,,,,,,,,
,,,,,0.384333487174292,1,,,,,,,,
,,,,,0.384688652030555,1,,,,,,,,
,,,,,0.384811387160506,1,,,,,,,,
,,,,,0.385071838913616,1,,,,,,,,
,,,,,0.385317892335125,1,,,,,,,,
,,,,,0.385326531187463,1,,,,,,,,
,,,,,0.385337073447643,1,,,,,,,,
,,,,,0.385451582242635,1,,,,,,,,
,,,,,0.385758385033622,1,,,,,,,,
,,,,,0.385951963083854,1,,,,,,,,
,,,,,0.386357319915884,1,,,,,,,,
,,,,,0.386455838167897,1,,,,,,,,
,,,,,0.386471743723612,1,,,,,,,,
,,,,,0.38662154853588,1,,,,,,,,
,,,,,0.386651287980715,1,,,,,,,,
,,,,,0.386734623799579,1,,,,,,,,
,,,,,0.386820997269996,1,,,,,,,,
,,,,,0.386885223291866,1,,,,,,,,
,,,,,0.386965497688916,1,,,,,,,,
,,,,,0.387235587477063,1,,,,,,,,
,,,,,0.387295511629509,1,,,,,,,,
,,,,,0.387392247071903,1,,,,,,,,
,,,,,0.387396101632006,1,,,,,,,,
,,,,,0.38743640175117,1,,,,,,,,
,,,,,0.387639426641812,1,,,,,,,,
,,,,,0.387677688434349,1,,,,,,,,
,,,,,0.38784490170927,1,,,,,,,,
,,,,,0.387912805577619,1,,,,,,,,
,,,,,0.387960393383247,1,,,,,,,,
,,,,,0.388048931063948,1,,,,,,,,
,,,,,0.388080991941533,1,,,,,,,,
,,,,,0.38850224091295,1,,,,,,,,
,,,,,0.388507265521797,1,,,,,,,,
,,,,,0.388522121553728,1,,,,,,,,
,,,,,0.388531748564003,1,,,,,,,,
,,,,,0.388549786680017,1,,,,,,,,
,,,,,0.388563796408385,1,,,,,,,,
,,,,,0.388594499828539,1,,,,,,,,
,,,,,0.388644743656864,1,,,,,,,,
,,,,,0.388699712609162,1,,,,,,,,
,,,,,0.388779221373069,1,,,,,,,,
,,,,,0.388811078049488,1,,,,,,,,
,,,,,0.388907615572133,1,,,,,,,,
,,,,,0.388985688364436,1,,,,,,,,
,,,,,0.389024258607379,1,,,,,,,,
,,,,,0.389086941997247,1,,,,,,,,
,,,,,0.389126381396885,1,,,,,,,,
,,,,,0.389252633629695,1,,,,,,,,
,,,,,0.389380530973451,1,,,,,,,,
,,,,,0.389458044844094,1,,,,,,,,
,,,,,0.389855990700278,1,,,,,,,,
,,,,,0.389924036562868,1,,,,,,,,
,,,,,0.389938149905279,1,,,,,,,,
,,,,,0.389994659344557,1,,,,,,,,
,,,,,0.390235746242974,1,,,,,,,,
,,,,,0.390283189937883,1,,,,,,,,
,,,,,0.390319277908436,1,,,,,,,,
,,,,,0.39058343331073,1,,,,,,,,
,,,,,0.390761040113404,1,,,,,,,,
,,,,,0.391022649683907,1,,,,,,,,
,,,,,0.391057568609542,1,,,,,,,,
,,,,,0.391173361779344,1,,,,,,,,
,,,,,0.391186931405456,1,,,,,,,,
,,,,,0.39150708679112,1,,,,,,,,
,,,,,0.391592682070504,1,,,,,,,,
,,,,,0.391646205840723,1,,,,,,,,
,,,,,0.391731529771563,1,,,,,,,,
,,,,,0.391753003024383,1,,,,,,,,
,,,,,0.392412597276599,1,,,,,,,,
,,,,,0.392439428487066,1,,,,,,,,
,,,,,0.392664896209164,1,,,,,,,,
,,,,,0.392665771363926,1,,,,,,,,
,,,,,0.392733147525023,1,,,,,,,,
,,,,,0.392787871590864,1,,,,,,,,
,,,,,0.392812014472309,1,,,,,,,,
,,,,,0.392989816139721,1,,,,,,,,
,,,,,0.393075446161594,1,,,,,,,,
,,,,,0.393154396013508,1,,,,,,,,
,,,,,0.39319855450483,1,,,,,,,,
,,,,,0.393240867960367,1,,,,,,,,
,,,,,0.393266356461891,1,,,,,,,,
,,,,,0.39333065884341,1,,,,,,,,
,,,,,0.393735186553129,1,,,,,,,,
,,,,,0.393804313340415,1,,,,,,,,
,,,,,0.393908456695593,1,,,,,,,,
,,,,,0.393975472943247,1,,,,,,,,
,,,,,0.393993995364723,1,,,,,,,,
,,,,,0.39405961051463,1,,,,,,,,
,,,,,0.394297550871208,1,,,,,,,,
,,,,,0.39460971961106,1,,,,,,,,
,,,,,0.394804412009146,1,,,,,,,,
,,,,,0.394829631231341,1,,,,,,,,
,,,,,0.395136512203456,1,,,,,,,,
,,,,,0.39519018431056,1,,,,,,,,
,,,,,0.395225980277085,1,,,,,,,,
,,,,,0.395273663475289,1,,,,,,,,
,,,,,0.395437692736743,1,,,,,,,,
,,,,,0.395558036823098,1,,,,,,,,
,,,,,0.395902302331408,1,,,,,,,,
,,,,,0.396040574108019,1,,,,,,,,
,,,,,0.396043237564075,1,,,,,,,,
,,,,,0.396105944938253,1,,,,,,,,
,,,,,0.396330578252424,1,,,,,,,,
,,,,,0.396356881807753,1,,,,,,,,
,,,,,0.396454596997599,1,,,,,,,,
,,,,,0.39652108764212,1,,,,,,,,
,,,,,0.396563898157586,1,,,,,,,,
,,,,,0.396581796414602,1,,,,,,,,
,,,,,0.396753264625059,1,,,,,,,,
,,,,,0.396766100114347,1,,,,,,,,
,,,,,0.396928218939344,1,,,,,,,,
,,,,,0.397129501443673,1,,,,,,,,
,,,,,0.397225392523747,1,,,,,,,,
,,,,,0.397573953340238,1,,,,,,,,
,,,,,0.397600589235253,1,,,,,,,,
,,,,,0.397678819109556,1,,,,,,,,
,,,,,0.397756008600265,1,,,,,,,,
,,,,,0.397869006581009,1,,,,,,,,
,,,,,0.397940782789965,1,,,,,,,,
,,,,,0.397987963543405,1,,,,,,,,
,,,,,0.398046100366283,1,,,,,,,,
,,,,,0.398310937333576,1,,,,,,,,
,,,,,0.398705187483479,1,,,,,,,,
,,,,,0.398753048667825,1,,,,,,,,
,,,,,0.398930959580902,1,,,,,,,,
,,,,,0.398956514975416,1,,,,,,,,
,,,,,0.399717566613401,1,,,,,,,,
,,,,,0.400114000954642,1,,,,,,,,
,,,,,0.400129230974952,1,,,,,,,,
,,,,,0.400207321972501,1,,,,,,,,
,,,,,0.400514700148171,1,,,,,,,,
,,,,,0.400620934856604,1,,,,,,,,
,,,,,0.400721864178115,1,,,,,,,,
,,,,,0.400828147369433,1,,,,,,,,
,,,,,0.400997224728018,1,,,,,,,,
,,,,,0.401019421440786,1,,,,,,,,
,,,,,0.401653881052545,1,,,,,,,,
,,,,,0.401889656905279,1,,,,,,,,
,,,,,0.401891030443678,1,,,,,,,,
,,,,,0.402217132080825,1,,,,,,,,
,,,,,0.402321410050699,1,,,,,,,,
,,,,,0.402341269247555,1,,,,,,,,
,,,,,0.402419017882303,1,,,,,,,,
,,,,,0.40247409736923,1,,,,,,,,
,,,,,0.402478662576657,1,,,,,,,,
,,,,,0.40255480495397,1,,,,,,,,
,,,,,0.402611307864701,1,,,,,,,,
,,,,,0.402931056554835,1,,,,,,,,
,,,,,0.403209740760027,1,,,,,,,,
,,,,,0.403229220915888,1,,,,,,,,
,,,,,0.403317813203417,1,,,,,,,,
,,,,,0.403426069584068,1,,,,,,,,
,,,,,0.403513910630084,1,,,,,,,,
,,,,,0.403608484622717,1,,,,,,,,
,,,,,0.403637709182606,1,,,,,,,,
,,,,,0.403661682643417,1,,,,,,,,
,,,,,0.404004031326768,1,,,,,,,,
,,,,,0.404036238778337,1,,,,,,,,
,,,,,0.404065843900978,1,,,,,,,,
,,,,,0.404299976309328,1,,,,,,,,
,,,,,0.404360287630356,1,,,,,,,,
,,,,,0.404403494338393,1,,,,,,,,
,,,,,0.404417483227721,1,,,,,,,,
,,,,,0.404551533852165,1,,,,,,,,
,,,,,0.40469284999221,1,,,,,,,,
,,,,,0.40476489118455,1,,,,,,,,
,,,,,0.404880249800911,1,,,,,,,,
,,,,,0.405003993756806,1,,,,,,,,
,,,,,0.40501093166256,1,,,,,,,,
,,,,,0.405011075215471,1,,,,,,,,
,,,,,0.405044219560994,1,,,,,,,,
,,,,,0.405284688936612,1,,,,,,,,
,,,,,0.405295962968641,1,,,,,,,,
,,,,,0.405682048274369,1,,,,,,,,
,,,,,0.406010225118812,1,,,,,,,,
,,,,,0.40608391893545,1,,,,,,,,
,,,,,0.406243624290889,1,,,,,,,,
,,,,,0.406275717509556,1,,,,,,,,
,,,,,0.406428113086476,1,,,,,,,,
,,,,,0.406448344200028,1,,,,,,,,
,,,,,0.406537847463872,1,,,,,,,,
,,,,,0.40660953764603,1,,,,,,,,
,,,,,0.40661362667098,1,,,,,,,,
,,,,,0.406642444029399,1,,,,,,,,
,,,,,0.406650319571318,1,,,,,,,,
,,,,,0.406689257100192,1,,,,,,,,
,,,,,0.406861209145821,1,,,,,,,,
,,,,,0.406898115656725,1,,,,,,,,
,,,,,0.406907791260349,1,,,,,,,,
,,,,,0.407243642718762,1,,,,,,,,
,,,,,0.40728702470807,1,,,,,,,,
,,,,,0.407386759718366,1,,,,,,,,
,,,,,0.40772475183508,1,,,,,,,,
,,,,,0.407937690688846,1,,,,,,,,
,,,,,0.407998488799217,1,,,,,,,,
,,,,,0.408049451823172,1,,,,,,,,
,,,,,0.408052048456012,1,,,,,,,,
,,,,,0.408084337432813,1,,,,,,,,
,,,,,0.408476566249788,1,,,,,,,,
,,,,,0.408627079351301,1,,,,,,,,
,,,,,0.408778169994521,1,,,,,,,,
,,,,,0.408802867055231,1,,,,,,,,
,,,,,0.408866951095275,1,,,,,,,,
,,,,,0.408977923332469,1,,,,,,,,
,,,,,0.409085960085522,1,,,,,,,,
,,,,,0.409152269041558,1,,,,,,,,
,,,,,0.409325926301688,1,,,,,,,,
,,,,,0.40948626182593,1,,,,,,,,
,,,,,0.409505347820912,1,,,,,,,,
,,,,,0.409627678685429,1,,,,,,,,
,,,,,0.409820973681325,1,,,,,,,,
,,,,,0.410199906483387,1,,,,,,,,
,,,,,0.410574189034285,1,,,,,,,,
,,,,,0.41073547254248,1,,,,,,,,
,,,,,0.410844402132022,1,,,,,,,,
,,,,,0.410997430251026,1,,,,,,,,
,,,,,0.411054566102709,1,,,,,,,,
,,,,,0.411139828753883,1,,,,,,,,
,,,,,0.411436413577177,1,,,,,,,,
,,,,,0.411441053922238,1,,,,,,,,
,,,,,0.41153708449016,1,,,,,,,,
,,,,,0.411697065405182,1,,,,,,,,
,,,,,0.411753806097675,1,,,,,,,,
,,,,,0.411817591718771,1,,,,,,,,
,,,,,0.411828206900348,1,,,,,,,,
,,,,,0.411898677892597,1,,,,,,,,
,,,,,0.411936047496367,1,,,,,,,,
,,,,,0.41196770526684,1,,,,,,,,
,,,,,0.412140633020579,1,,,,,,,,
,,,,,0.412163924379868,1,,,,,,,,
,,,,,0.412364878176923,1,,,,,,,,
,,,,,0.412472215139899,1,,,,,,,,
,,,,,0.412598444407848,1,,,,,,,,
,,,,,0.412615495758263,1,,,,,,,,
,,,,,0.412739782033631,1,,,,,,,,
,,,,,0.412771555347462,1,,,,,,,,
,,,,,0.412972592813606,1,,,,,,,,
,,,,,0.413273267372293,1,,,,,,,,
,,,,,0.413273780960467,1,,,,,,,,
,,,,,0.413282835203624,1,,,,,,,,
,,,,,0.413290066639885,1,,,,,,,,
,,,,,0.413388828477508,1,,,,,,,,
,,,,,0.413947451971709,1,,,,,,,,
,,,,,0.414157653573306,1,,,,,,,,
,,,,,0.414315300431973,1,,,,,,,,
,,,,,0.414396986415757,1,,,,,,,,
,,,,,0.414413271374875,1,,,,,,,,
,,,,,0.414422806090784,1,,,,,,,,
,,,,,0.41444196769785,1,,,,,,,,
,,,,,0.414653005992654,1,,,,,,,,
,,,,,0.414790096688376,1,,,,,,,,
,,,,,0.414811433509536,1,,,,,,,,
,,,,,0.414837961699162,1,,,,,,,,
,,,,,0.414917098233094,1,,,,,,,,
,,,,,0.415045930827103,1,,,,,,,,
,,,,,0.415112495752976,1,,,,,,,,
,,,,,0.415148790418259,1,,,,,,,,
,,,,,0.415154463769923,1,,,,,,,,
,,,,,0.415156748407055,1,,,,,,,,
,,,,,0.415519590667668,1,,,,,,,,
,,,,,0.415522573048866,1,,,,,,,,
,,,,,0.415735682598771,1,,,,,,,,
,,,,,0.4157657737312,1,,,,,,,,
,,,,,0.415921159628849,1,,,,,,,,
,,,,,0.416234665292849,1,,,,,,,,
,,,,,0.416304670857683,1,,,,,,,,
,,,,,0.416376685515442,1,,,,,,,,
,,,,,0.416432929364713,1,,,,,,,,
,,,,,0.416482056108924,1,,,,,,,,
,,,,,0.416626266284275,1,,,,,,,,
,,,,,0.416651069739275,1,,,,,,,,
,,,,,0.416703720022151,1,,,,,,,,
,,,,,0.416747676320869,1,,,,,,,,
,,,,,0.416791975936286,1,,,,,,,,
,,,,,0.416832075782228,1,,,,,,,,
,,,,,0.416912910666417,1,,,,,,,,
,,,,,0.416950392628437,1,,,,,,,,
,,,,,0.416965779275909,1,,,,,,,,
,,,,,0.417230472933148,1,,,,,,,,
,,,,,0.417287029111282,1,,,,,,,,
,,,,,0.417327302317356,1,,,,,,,,
,,,,,0.417394827179686,1,,,,,,,,
,,,,,0.417399440313495,1,,,,,,,,
,,,,,0.417440199928597,1,,,,,,,,
,,,,,0.417472966406043,1,,,,,,,,
,,,,,0.417880233593388,1,,,,,,,,
,,,,,0.417959882701738,1,,,,,,,,
,,,,,0.418351804981516,1,,,,,,,,
,,,,,0.418381155144781,1,,,,,,,,
,,,,,0.418485028689771,1,,,,,,,,
,,,,,0.418531442957396,1,,,,,,,,
,,,,,0.41863726026095,1,,,,,,,,
,,,,,0.418658235806443,1,,,,,,,,
,,,,,0.418866862809893,1,,,,,,,,
,,,,,0.418928409314754,1,,,,,,,,
,,,,,0.419318745767335,1,,,,,,,,
,,,,,0.419454805632668,1,,,,,,,,
,,,,,0.41953306045133,1,,,,,,,,
,,,,,0.419567544423036,1,,,,,,,,
,,,,,0.419918389662691,1,,,,,,,,
,,,,,0.419936250139069,1,,,,,,,,
,,,,,0.420038809564601,1,,,,,,,,
,,,,,0.420056341410621,1,,,,,,,,
,,,,,0.42035134718233,1,,,,,,,,
,,,,,0.420532573698637,1,,,,,,,,
,,,,,0.420662708299674,1,,,,,,,,
,,,,,0.420729471481878,1,,,,,,,,
,,,,,0.420787756429603,1,,,,,,,,
,,,,,0.420852924193681,1,,,,,,,,
,,,,,0.420873678265155,1,,,,,,,,
,,,,,0.420915077541226,1,,,,,,,,
,,,,,0.421121314262573,1,,,,,,,,
,,,,,0.421150925250044,1,,,,,,,,
,,,,,0.421223297041646,1,,,,,,,,
,,,,,0.421223330888597,1,,,,,,,,
,,,,,0.421307926763051,1,,,,,,,,
,,,,,0.421447056916735,1,,,,,,,,
,,,,,0.421806073832689,1,,,,,,,,
,,,,,0.421820586080062,1,,,,,,,,
,,,,,0.421921936886239,1,,,,,,,,
,,,,,0.421978942957415,1,,,,,,,,
,,,,,0.422075206052933,1,,,,,,,,
,,,,,0.422183818379912,1,,,,,,,,
,,,,,0.422214053064677,1,,,,,,,,
,,,,,0.422227325995677,1,,,,,,,,
,,,,,0.422488413436532,1,,,,,,,,
,,,,,0.422565414195834,1,,,,,,,,
,,,,,0.42298659419555,1,,,,,,,,
,,,,,0.422988065609547,1,,,,,,,,
,,,,,0.423020122094597,1,,,,,,,,
,,,,,0.423094234400386,1,,,,,,,,
,,,,,0.423135110844817,1,,,,,,,,
,,,,,0.423169049865718,1,,,,,,,,
,,,,,0.42327481735397,1,,,,,,,,
,,,,,0.423359822079312,1,,,,,,,,
,,,,,0.423799493782059,1,,,,,,,,
,,,,,0.423931045321019,1,,,,,,,,
,,,,,0.423949478034948,1,,,,,,,,
,,,,,0.424159382220024,1,,,,,,,,
,,,,,0.424395405360827,1,,,,,,,,
,,,,,0.424466478354179,1,,,,,,,,
,,,,,0.424494098766475,1,,,,,,,,
,,,,,0.424586845785487,1,,,,,,,,
,,,,,0.424889590943496,1,,,,,,,,
,,,,,0.424909910135902,1,,,,,,,,
,,,,,0.425254884874088,1,,,,,,,,
,,,,,0.42526464754691,1,,,,,,,,
,,,,,0.425330913325538,1,,,,,,,,
,,,,,0.42535591307116,1,,,,,,,,
,,,,,0.425404264116368,1,,,,,,,,
,,,,,0.425420009939599,1,,,,,,,,
,,,,,0.425516787817674,1,,,,,,,,
,,,,,0.42559531728083,1,,,,,,,,
,,,,,0.425662155892518,1,,,,,,,,
,,,,,0.425725787833314,1,,,,,,,,
,,,,,0.425827305725565,1,,,,,,,,
,,,,,0.425884492789124,1,,,,,,,,
,,,,,0.425896769119001,1,,,,,,,,
,,,,,0.426074314949333,1,,,,,,,,
,,,,,0.426137279987019,1,,,,,,,,
,,,,,0.426146551546879,1,,,,,,,,
,,,,,0.426304301389781,1,,,,,,,,
,,,,,0.426485775048418,1,,,,,,,,
,,,,,0.426602052675505,1,,,,,,,,
,,,,,0.426969057388346,1,,,,,,,,
,,,,,0.42706547399883,1,,,,,,,,
,,,,,0.427186879774812,1,,,,,,,,
,,,,,0.427198874902821,1,,,,,,,,
,,,,,0.427300219280573,1,,,,,,,,
,,,,,0.42735030416112,1,,,,,,,,
,,,,,0.427419411426246,1,,,,,,,,
,,,,,0.427453532483611,1,,,,,,,,
,,,,,0.427693269609607,1,,,,,,,,
,,,,,0.427766391504419,1,,,,,,,,
,,,,,0.427848817723206,1,,,,,,,,
,,,,,0.427856362277444,1,,,,,,,,
,,,,,0.427895779707783,1,,,,,,,,
,,,,,0.428168713890108,1,,,,,,,,
,,,,,0.42857826013146,1,,,,,,,,
,,,,,0.428600578037913,1,,,,,,,,
,,,,,0.428611978586707,1,,,,,,,,
,,,,,0.428760554706956,1,,,,,,,,
,,,,,0.428894672160775,1,,,,,,,,
,,,,,0.429014207369686,1,,,,,,,,
,,,,,0.429090464967108,1,,,,,,,,
,,,,,0.429106915527775,1,,,,,,,,
,,,,,0.429183447072311,1,,,,,,,,
,,,,,0.42940917753995,1,,,,,,,,
,,,,,0.429541722029198,1,,,,,,,,
,,,,,0.429788647313136,1,,,,,,,,
,,,,,0.429941433350062,1,,,,,,,,
,,,,,0.430162023004432,1,,,,,,,,
,,,,,0.43033191242733,1,,,,,,,,
,,,,,0.43034066090391,1,,,,,,,,
,,,,,0.430440289644619,1,,,,,,,,
,,,,,0.430493420318532,1,,,,,,,,
,,,,,0.430654540297132,1,,,,,,,,
,,,,,0.430775787933194,1,,,,,,,,
,,,,,0.430971944664431,1,,,,,,,,
,,,,,0.431015318350759,1,,,,,,,,
,,,,,0.431116006347512,1,,,,,,,,
,,,,,0.431444343103989,1,,,,,,,,
,,,,,0.431591714872178,1,,,,,,,,
,,,,,0.431685015861168,1,,,,,,,,
,,,,,0.431951310837654,1,,,,,,,,
,,,,,0.431977915823841,1,,,,,,,,
,,,,,0.43236647948685,1,,,,,,,,
,,,,,0.43252127177895,1,,,,,,,,
,,,,,0.432586856448065,1,,,,,,,,
,,,,,0.432592146204081,1,,,,,,,,
,,,,,0.432773943499774,1,,,,,,,,
,,,,,0.432938766059262,1,,,,,,,,
,,,,,0.432992472938891,1,,,,,,,,
,,,,,0.43310500921992,1,,,,,,,,
,,,,,0.433129310206247,1,,,,,,,,
,,,,,0.433164056184797,1,,,,,,,,
,,,,,0.43327864889882,1,,,,,,,,
,,,,,0.433338873192621,1,,,,,,,,
,,,,,0.433513047719912,1,,,,,,,,
,,,,,0.433543269840341,1,,,,,,,,
,,,,,0.433547147282365,1,,,,,,,,
,,,,,0.433562823157193,1,,,,,,,,
,,,,,0.433700607902736,1,,,,,,,,
,,,,,0.433750611811207,1,,,,,,,,
,,,,,0.433936277257962,1,,,,,,,,
,,,,,0.434121004582146,1,,,,,,,,
,,,,,0.434129410182851,1,,,,,,,,
,,,,,0.434167754103205,1,,,,,,,,
,,,,,0.434187315865789,1,,,,,,,,
,,,,,0.434194638976093,1,,,,,,,,
,,,,,0.434202851090394,1,,,,,,,,
,,,,,0.43423370157702,1,,,,,,,,
,,,,,0.43427639755402,1,,,,,,,,
,,,,,0.434288506492813,1,,,,,,,,
,,,,,0.434323540024935,1,,,,,,,,
,,,,,0.434419993973305,1,,,,,,,,
,,,,,0.434487955408918,1,,,,,,,,
,,,,,0.434705664019004,1,,,,,,,,
,,,,,0.434788853058863,1,,,,,,,,
,,,,,0.434797757314233,1,,,,,,,,
,,,,,0.434809805049572,1,,,,,,,,
,,,,,0.434825318527289,1,,,,,,,,
,,,,,0.434867196838161,1,,,,,,,,
,,,,,0.434874698292559,1,,,,,,,,
,,,,,0.434913842144161,1,,,,,,,,
,,,,,0.435019362515226,1,,,,,,,,
,,,,,0.435217483450821,1,,,,,,,,
,,,,,0.435239348049425,1,,,,,,,,
,,,,,0.435659825675,1,,,,,,,,
