ANO,CNPJ_CIA,SETOR_ATIV,Receitas,VAB,VALP,VATD,Distribuição,Pessoal,Governo,RCT,RCP,Outros,Dist_Relat
2022,06.047.087/0001-39,Serviços Médicos,24483333,14375843,12971701,18701089,18701089,7082976,1554917,8800879,1262317,0,0.492699871583183
2011,92.929.520/0001-00,Máquinas Equipamentos Veículos e Peças,43674,43674,37907,117424,117424,21515,44062,6682,45165,0,0.492627192379906
2022,09.114.805/0001-30,Petróleo e Gás,1355657,937564,707359,821757,821757,461869,121177,331686,-92975,0,0.492626636688269
2022,17.245.234/0001-00,Têxtil e Vestuário,1421898,313613,291946,321957,321957,154417,69584,124975,-27019,0,0.492380736767927
2014,02.932.074/0001-91,Farmacêutico e Higiene,5276626,1747768,1638238,1817387,1817387,860055,-126864,681501,402695,0,0.492087622613528
2021,04.972.092/0001-22,Comércio (Atacado e Varejo),2079071,646724,537938,538621,538621,318081,135169,64748,7352,13271,0.491834229130201
2012,89.086.144/0001-16,Máquinas Equipamentos Veículos e Peças,4312097,1225274,1113014,1288944,1288944,602524,348287,237080,101053,0,0.491746335921598
2018,08.574.411/0001-00,Máquinas Equipamentos Veículos e Peças,138138,49850,46475,50568,50568,24512,11436,8847,5773,0,0.491715145436309
2015,84.693.183/0001-68,Metalurgia e Siderurgia,770909,295608,259422,374083,374083,145257,47316,133411,48099,0,0.491383859706097
2012,86.375.425/0001-09,Metalurgia e Siderurgia,267938.22,92082.96,85686.08,103771.27,103771.27,45243.16,23428.92,12810.98,22288.22,0,0.491330426389421
2019,06.047.087/0001-39,Serviços Médicos,14159127,9047580,8338783,9910496,9910496,4443108,1342810,2933061,1191517,0,0.491082477303323
2012,33.200.049/0001-47,Hospedagem e Turismo,170026,82048,70080,89474,89474,40196,29214,51441,-27889,-3488,0.489908346333853
2016,43.185.362/0001-07,Máquinas Equipamentos Veículos e Peças,8337,5714,3127,12642,12642,2799,1699,105600,-97456,0,0.489849492474624
2013,06.948.969/0001-75,Comunicação e Informática,341964,270280,240432,259706,259706,132368,52470,12458,62410,0,0.489743969217108
2011,84.683.374/0001-49,Metalurgia e Siderurgia,2485606,916100,835467,925495,925495,448257,205171,68683,203384,0,0.489310118982644
2022,12.049.631/0001-84,Construção Civil Mat. Constr. e Decoração,799527,241822,236847,307285,307285,118203,51021,33004,105057,0,0.488801680574968
2021,00.080.671/0001-00,Alimentos,7914820,529025,464219,1832445,1832445,258170,96637,1123771,353867,0,0.488010963565049
2013,08.684.547/0001-65,Extração Mineral,3188948,1067444,941298,1060176,1060176,520900,143952,336855,58469,0,0.487988128651245
2011,51.928.174/0001-50,Máquinas Equipamentos Veículos e Peças,1356379,584250,546596,551858,551858,284909,171773,83628,11548,0,0.487649122807018
2017,02.932.074/0001-91,Farmacêutico e Higiene,4020268,1602997,1526085,1706469,1706469,780964,-197153,157716,964942,0,0.487189932357952
2021,06.047.087/0001-39,Serviços Médicos,21820899,12829566,11600896,17379672,17379672,6242615,1672675,7786647,1677735,0,0.486580372243301
2010,00.924.429/0001-75,Serviços Transporte e Logística,1187917,332398,234459,240029,240029,161721,82655,7318,-11665,0,0.486528198123936
2012,60.889.128/0001-80,Bancos,630077,136237,130283,126774,126774,66276,37619,-398,23277,0,0.486475773835302
2015,02.916.265/0001-60,Alimentos,165646823,34377026,30684196,50470742,50470742,16719732,6338496,22283867,5128647,0,0.486363538253716
2012,91.333.666/0001-17,Máquinas Equipamentos Veículos e Peças,16169,9086,8527,8790,8790,4418,4234,14884,-14746,0,0.486242570988334
2016,08.807.432/0001-10,Educação,3156299,2475955,2284069,2457876,2457876,1203420,399970,486384,368102,0,0.486042759258549
2020,82.640.558/0001-04,Têxtil e Vestuário,530786,232664,221207,264259,264259,113067,108015,-37332,80509,0,0.48596688787264
2020,17.167.412/0001-13,Bancos,570076,249168,246808,246808,246808,121087,61690,9606,54425,0,0.485965292493418
2021,08.402.943/0001-52,Têxtil e Vestuário,9282720,3222123,2672149,2830567,2830567,1564762,493145,319532,339066,114062,0.485630747181284
2014,25.329.319/0001-96,Têxtil e Vestuário,2827650,1002907,902107,913092,913092,487033,247494,307863,-129298,0,0.485621298884144
2019,08.926.302/0001-05,Petróleo e Gás,438118,109182,45358,63525,63525,52992,38166,58140,-126516,40743,0.485354728801451
2023,89.850.341/0001-60,Têxtil e Vestuário,2747968,1313297,1219749,1568397,1568397,637224,276959,96543,557671,0,0.48520936239099
2020,31.701.408/0001-14,Serviços Médicos,1446445,484850,424919,446884,446884,234994,148847,48592,14451,0,0.484673610394968
2021,22.677.520/0001-76,Têxtil e Vestuário,2692282,860800,745371,901157,901157,417114,253539,371927,-141423,0,0.484565520446097
2014,22.677.520/0001-76,Têxtil e Vestuário,2825939,1003148,902926,939228,939228,486081,243856,299249,-89958,0,0.484555618911666
2022,02.149.205/0001-69,Seguradoras e Corretoras,11974170,4257935,3973684,4569685,4569685,2063136,1337379,16880,1152290,0,0.484539101700707
2010,56.720.428/0001-63,Máquinas Equipamentos Veículos e Peças,806269,435971,411930,432697,432697,211231,134980,17736,68750,0,0.484506997025031
2023,91.333.666/0001-17,Máquinas Equipamentos Veículos e Peças,57551,7137,5807,5751,5751,3457,1725,5746,-5177,0,0.484377189295222
2016,08.402.943/0001-52,Têxtil e Vestuário,7504579,2539110,2253048,2567289,2567289,1229400,623072,397266,192459,125092,0.484185403546912
2010,17.245.234/0001-00,Têxtil e Vestuário,574367,154329,139957,145172,145172,74689,36616,19214,14653,0,0.483959592817941
2022,13.783.221/0004-78,Alimentos,1702573,1078003,860389,866921,866921,521689,196798,295225,-146791,0,0.48394021166917
2018,32.681.371/0001-72,Serviços Transporte e Logística,1372643,879166,755306,814889,814889,425448,253524,100219,35698,0,0.483922262689867
2020,08.574.411/0001-00,Máquinas Equipamentos Veículos e Peças,147657,67813,62539,71934,71934,32811,22374,11879,4870,0,0.483845280403463
2012,33.041.260/0652-90,Comércio (Atacado e Varejo),25826270,6261126,6062751,6242971,6242971,3027729,1472706,1420377,322159,0,0.483575797707952
2023,13.270.520/0001-66,Serviços Médicos,2391043,1197120,1029549,1069770,1069770,578846,175601,473392,-158069,0,0.483532143811815
2017,01.287.588/0001-79,Têxtil e Vestuário,2099820,1050839,981597,1064175,1064175,508091,251725,67180,237179,0,0.483509843087286
2017,91.495.499/0001-00,Máquinas Equipamentos Veículos e Peças,779928,242107,217627,247118,247118,116934,52286,21632,56266,0,0.482984795978638
2017,01.107.327/0001-20,Serviços Transporte e Logística,336775,161167,144664,146398,146398,77840,45068,20384,3106,0,0.482977284431677
2018,17.245.234/0001-00,Têxtil e Vestuário,755630,255795,238416,284194,284194,123533,53986,60933,45742,0,0.48293750855177
2012,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,13118427,4330017,3781370,4055502,4055502,2090347,981308,284839,699008,0,0.482757227050148
2017,50.926.955/0001-42,Têxtil e Vestuário,1445269,888740,832905,901479,901479,428791,188428,95483,188777,0,0.482470688840381
2021,09.114.805/0001-30,Petróleo e Gás,992650,692500,532480,621646,621646,333882,97293,237849,-47378,0,0.482140072202166
2020,42.331.462/0001-31,Sem Setor Principal,459965,78904,71240,80095,80095,38036,7103,19059,15897,0,0.482054141741864
2022,32.785.497/0001-97,Farmacêutico e Higiene,45158989,15458261,12866407,18247205,18247205,7450583,6332326,7322922,-2858626,0,0.481980670400118
2012,82.640.558/0001-04,Têxtil e Vestuário,427187,211411,204013,221632,221632,101869,68126,54106,-2469,0,0.48185288371939
2017,03.853.896/0001-40,Alimentos,19078879,4261372,3807667,5430269,5430269,2053346,175208,3646952,-445237,0,0.481850915620603
2015,02.932.074/0001-91,Farmacêutico e Higiene,6353676,1838058,1731080,1932116,1932116,885490,-337080,823834,559872,0,0.48175302411567
2016,88.613.658/0001-10,Têxtil e Vestuário,581567.98,174496.34,153107.57,169268.58,169268.58,84054.55,35717.79,27301.02,22195.21,0,0.481698068853479
2023,61.092.037/0001-81,Construção Civil Mat. Constr. e Decoração,1360878,411740,374088,426351,426351,198250,-3560,104440,127221,0,0.481493175304804
2022,52.548.435/0001-79,Serviços Transporte e Logística,7304278,3934618,3623623,3711994,3711994,1894386,842207,781219,194182,0,0.481466307529727
2017,35.791.391/0001-94,Comunicação e Informática,101060.76,22039.3,21399.23,22206.84,22206.84,10610.77,12630.3,3596.65,-4630.87,0,0.481447686632516
2022,33.041.260/0652-90,Comércio (Atacado e Varejo),35433000,6830000,5712000,6386000,6386000,3288000,474000,2966000,-342000,0,0.481405563689605
2020,79.430.682/0001-22,Comércio (Atacado e Varejo),1681377,491116,411965,476825,476825,236392,114420,132519,-6506,0,0.481336384886666
2014,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,16342967,5198802,4521971,4940695,4940695,2502265,1058063,553767,826600,0,0.481315695423676
2016,47.508.411/0001-56,Comércio (Atacado e Varejo),45008000,8079000,7317000,6628000,6628000,3887000,1811000,2006000,-1076000,0,0.481123901472955
2013,60.840.055/0001-31,Serviços Médicos,1805184,1023726,914964,972461,972461,492385,175234,243699,61143,0,0.48097342452961
2013,61.532.644/0001-15,Intermediação Financeira,5331000,2316000,1401000,7483000,7483000,1113000,345000,14000,6011000,0,0.480569948186529
2014,10.747.021/0001-29,Máquinas Equipamentos Veículos e Peças,105409,39696,37315,38855,38855,19073,11433,5417,2932,0,0.480476622329706
2010,04.986.320/0001-13,Educação,139099,111662,102592,110710,110710,53646,1752,19593,35719,0,0.480432018054486
2022,61.156.113/0001-75,Máquinas Equipamentos Veículos e Peças,18376036,5305608,4814377,4940511,4940511,2546584,1248918,740837,404172,0,0.479979674337041
2015,08.807.432/0001-10,Educação,2933148,2356544,2192033,2434566,2434566,1130821,366170,452901,484674,0,0.479864157002797
2017,92.690.783/0001-09,Metalurgia e Siderurgia,42174595,10094254,8001692,8599088,8599088,4842697,2298509,1936536,0,-478654,0.4797478842914
2019,33.467.572/0001-34,Metalurgia e Siderurgia,203875,74458,68182,75615,75615,35707,29178,709,10021,0,0.47955894598297
2017,33.611.500/0001-19,Metalurgia e Siderurgia,42174524,10100891,8008340,8585462,8585462,4842697,2297390,1871237,0,-425862,0.479432655990447
2013,60.730.348/0001-66,Papel e Celulose,181927,61178,53171,55808,55808,29310,10046,23278,-6826,0,0.479093791885972
2023,92.702.067/0001-96,Bancos,16661775,4421741,4050920,4155532,4155532,2118313,994563,30222,1012434,0,0.479067634219191
2015,02.762.121/0001-04,Serviços Transporte e Logística,1062104,649713,518126,570790,570790,311184,139658,138077,-18129,0,0.478956092921028
2020,38.456.921/0001-36,Comércio (Atacado e Varejo),247428,203710,189811,191434,191434,97549,80857,19562,-6534,0,0.478862107898483
2019,17.184.037/0001-10,Bancos,1813235,758547,608348,608348,608348,363190,132108,0,113050,0,0.478796963141374
2022,07.882.930/0001-65,Construção Civil Mat. Constr. e Decoração,768847,147371,142030,150570,150570,70507,19334,23509,37220,0,0.478431984583127
2009,15.141.799/0001-03,Metalurgia e Siderurgia,551647,245797,216022,259725,259725,117520,107178,6395,28632,0,0.478118121864791
2015,92.702.067/0001-96,Bancos,11331979,3250187,3197122,3203316,3203316,1553793,715957,84319,849247,0,0.478062646856935
2016,89.086.144/0001-16,Máquinas Equipamentos Veículos e Peças,3277983,1055623,934292,1298223,1298223,504583,407959,397047,-11366,0,0.477995458605961
2010,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,9751499,2843815,2460220,2707045,2707045,1359157,503716,243994,600178,0,0.477934394466588
2011,03.853.896/0001-40,Alimentos,21978749,5496901,4755373,5710686,5710686,2627079,662084,3168206,-746683,0,0.477920013476684
2020,01.107.327/0001-20,Serviços Transporte e Logística,1213422,590922,515258,521515,521515,282385,192878,37353,8899,0,0.47787186802996
2021,03.494.776/0001-01,Têxtil e Vestuário,463201,135906,108190,135617,135617,64921,75072,47730,-52106,0,0.477690462525569
2012,28.127.603/0001-78,Bancos,1436664,445785,426122,426129,426129,212937,114712,16776,81704,0,0.47766748544702
2011,02.105.040/0001-23,Securitização de Recebíveis,39270,21961,21790,27856,27856,10489,6370,0,10997,0,0.477619416237876
2010,07.718.269/0001-57,Têxtil e Vestuário,2559048,763812,654206,675254,675254,364314,216844,112528,-18432,0,0.47696815446733
2021,24.921.465/0001-43,Brinquedos e Lazer,126315,71050,38821,49615,49615,33876,2012,48950,-35223,0,0.476790992258973
2017,20.258.278/0001-70,Comércio (Atacado e Varejo),566550,233025,208166,219772,219772,111095,39442,31334,37901,0,0.476751421521296
2015,17.184.037/0001-10,Bancos,3258080,656978,617825,617825,617825,313172,143103,57277,104273,0,0.476685672884024
2021,07.882.930/0001-65,Construção Civil Mat. Constr. e Decoração,576224,120471,115437,104602,104602,57409,12050,7759,27384,0,0.476537921989524
2020,60.746.948/0001-12,Bancos,98625659,34708296,28787266,29232124,29232124,16536940,-3481225,142448,16033961,0,0.476454966270888
2012,13.324.184/0001-97,Alimentos,1605482,350950,335193,388073,388073,167183,130634,59603,30653,0,0.476372702664197
2015,59.105.999/0001-86,Máquinas Equipamentos Veículos e Peças,11552407,2812205,2639254,3928688,3928688,1339609,1051563,1246632,286792,4092,0.47635538660944
2010,82.982.075/0001-80,Têxtil e Vestuário,137770,60832,56512,58300,58300,28975,18928,28867,-18470,0,0.476311809573908
2015,33.113.309/0001-47,Gráficas e Editoras,1766104,976616,888985,997021,997021,464983,236703,162237,133098,0,0.476116508433202
2017,30.306.294/0001-45,Bancos,11082326,2810175,2744961,2749761,2749761,1337934,-1046538,82363,2376002,0,0.476103445514959
2018,88.613.658/0001-10,Têxtil e Vestuário,438374.41,156190.82,136166.68,146416.29,146416.29,74311.05,28480.65,13857.49,29767.09,0,0.475770919187184
2010,36.461.242/0001-20,Serviços Médicos,7832463,1709171,1596942,1741216,1741216,811926,524879,272784,131627,0,0.475040823884796
2011,01.971.614/0001-83,Têxtil e Vestuário,8253,4752,4076,51358,51358,2257,2905,68,46128,0,0.474957912457912
2017,61.088.894/0001-08,Têxtil e Vestuário,303098,129481,123094,150340,150340,61492,4255,39862,44731,0,0.474911376958782
2021,38.456.921/0001-36,Comércio (Atacado e Varejo),621596,420279,374993,406229,406229,199592,202199,43506,-39068,0,0.474903575957876
2014,92.702.067/0001-96,Bancos,9132151,2954858,2890506,2893680,2893680,1402491,723887,75525,691777,0,0.474639052028896
2021,12.049.631/0001-84,Construção Civil Mat. Constr. e Decoração,619643,184189,180007,241095,241095,87421,38866,29865,84943,0,0.474626606366287
2012,61.374.161/0001-30,Metalurgia e Siderurgia,112755,48436,45732,47988,47988,22988,14117,1829,9054,0,0.474605665207697
2010,61.024.352/0001-71,Bancos,426378,117586,115758,115760,115760,55803,29221,1727,29009,0,0.474571802765635
2021,89.850.341/0001-60,Têxtil e Vestuário,2668119,1236885,1147783,1424425,1424425,586670,122548,114202,601005,0,0.474312486609507
2013,92.781.335/0001-02,Máquinas Equipamentos Veículos e Peças,903932,394208,358901,459688,459688,186931,157866,195201,-80310,0,0.474193826609303
2017,00.000.000/0001-91,Bancos,147092263,43366292,39787067,43538045,43538045,20560025,9137366,1565351,12275303,0,0.474101521061566
2016,02.541.982/0001-54,Gráficas e Editoras,1949811,1002155,900986,1004839,1004839,474956,101373,502997,-74487,0,0.47393467078446
2021,52.548.435/0001-79,Serviços Transporte e Logística,5306051,2939071,2704932,2750795,2750795,1392859,800757,284631,272548,0,0.47391131415335
2022,01.107.327/0001-20,Serviços Transporte e Logística,1975779,864420,752242,761303,761303,409654,293681,129067,-71099,0,0.47390620300317
2017,08.807.432/0001-10,Educação,3294742,2622325,2428053,2524957,2524957,1242449,406473,451445,424590,0,0.473796726187639
2012,08.723.106/0001-25,Hospedagem e Turismo,237141,134413,103573,109812,109812,63622,11157,42510,-7477,0,0.473332192570659
2023,79.430.682/0001-22,Comércio (Atacado e Varejo),2686862,816072,717982,746512,746512,386234,146488,205132,8658,0,0.473284220019802
2010,25.329.319/0001-96,Têxtil e Vestuário,2936388,869520,748119,781083,781083,411434,246182,110670,12797,0,0.473173705032662
2010,22.677.520/0001-76,Têxtil e Vestuário,2930139,863768,743136,770280,770280,408691,241429,110615,9545,0,0.473149040020005
2013,90.400.888/0001-42,Bancos,42111596,13037527,11785611,11876953,11876953,6168058,1199844,724391,3784660,0,0.473100304988822
2017,90.441.460/0001-48,Construção Civil Mat. Constr. e Decoração,217539,65237,54748,62211,62211,30857,32536,5175,-6357,0,0.472998451798826
2017,42.331.462/0001-31,Sem Setor Principal,251777,64312,61415,61270,61270,30413,12123,20090,-1356,0,0.472897748476179
2010,60.882.628/0001-90,Metalurgia e Siderurgia,1230190,425986,394328,423916,423916,201373,76944,50017,95582,0,0.472722108238299
2014,33.467.572/0001-34,Metalurgia e Siderurgia,184388,73965,64856,70033,70033,34950,26756,820,7507,0,0.472520786858649
2016,03.853.896/0001-40,Alimentos,19809754,4702363,4237594,6182116,6182116,2221120,11882,4581881,-632767,0,0.472341246305315
2019,84.429.695/0001-11,Máquinas Equipamentos Veículos e Peças,14942787,6720392,6323609,7251426,7251426,3173416,1476632,968923,1632455,0,0.47220697840245
2010,11.721.921/0001-60,Seguradoras e Corretoras,15450,10953,10914,22074,22074,5170,3712,121,13071,0,0.472016799050488
2023,90.441.460/0001-48,Construção Civil Mat. Constr. e Decoração,269303,101289,92327,104078,104078,47711,33148,8052,15167,0,0.471038316105401
2009,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,11324311,3115963,2663815,2966586,2966586,1467618,119289,442409,937270,0,0.470999816108214
2017,32.681.371/0001-72,Serviços Transporte e Logística,1135113,724287,621131,656854,656854,341056,212294,63786,39718,0,0.47088516016441
2016,22.677.520/0001-76,Têxtil e Vestuário,3047182,1113714,1024518,976760,976760,523685,220953,376597,-144475,0,0.470214974400968
2022,20.512.706/0001-40,Educação,1174211,831821,680893,733600,733600,391093,-10753,260120,93140,0,0.470164855179179
2023,01.107.327/0001-20,Serviços Transporte e Logística,1955998,874422,744849,757746,757746,411006,213127,187440,-53827,0,0.470031632323981
2012,02.800.026/0001-40,Educação,1377652,1079649,993714,1054422,1054422,507456,160171,184751,202044,0,0.470019422979135
2009,04.986.320/0001-13,Educação,123399,94476,87088,92443,92443,44400,1876,16460,29707,0,0.469960624920615
2020,04.972.092/0001-22,Comércio (Atacado e Varejo),1833162,593911,514411,519890,519890,279067,139451,57443,41733,2196,0.469880167230444
2020,84.429.695/0001-11,Máquinas Equipamentos Veículos e Peças,19593434,9050891,8599532,9623828,9623828,4251902,1877758,1098211,2395957,0,0.469777174424043
2020,07.882.930/0001-65,Construção Civil Mat. Constr. e Decoração,412524,93269,91030,109410,109410,43814,9853,6660,49083,0,0.469759512807042
2019,84.683.671/0001-94,Metalurgia e Siderurgia,232475,105630,101125,101407,101407,49613,58740,32177,-39123,0,0.469686642052447
2016,02.373.517/0001-51,Serviços Transporte e Logística,196062,83208,51438,218990,218990,39068,-3582,270577,-87073,0,0.469522161330641
2014,00.000.000/0001-91,Bancos,146989548,40192349,36154393,39702567,39702567,18862737,6362073,1134261,13343496,0,0.469311634410818
2016,32.681.371/0001-72,Serviços Transporte e Logística,1165018,786143,685913,748785,748785,368890,229539,102367,47989,0,0.46924032904955
2022,02.800.026/0001-40,Educação,4672150,3488712,2558147,3066165,3066165,1636105,-24240,1995298,-540998,0,0.468971070125594
2018,92.660.570/0001-26,Sem Setor Principal,130597,76499,60779,61887,61887,35843,16030,3782,6232,0,0.468542072445391
2011,28.127.603/0001-78,Bancos,1422044,415475,397273,397273,397273,194667,107731,14590,80285,0,0.468540826764547
2019,67.010.660/0001-24,Construção Civil Mat. Constr. e Decoração,333610,26344,21886,88515,88515,12330,23598,51329,1258,0,0.468038262982083
2017,07.718.269/0001-57,Têxtil e Vestuário,2502539,979134,905424,954836,954836,458168,191387,283657,21624,0,0.467931866322689
2017,11.284.204/0001-18,Construção Civil Mat. Constr. e Decoração,319.77,32.71,30.25,40.36,40.36,15.3,15.58,25.63,-16.14,0,0.467746866401712
2021,02.916.265/0001-60,Alimentos,354506468,85338102,76310332,78802141,78802141,39914628,9470993,8886867,20529653,0,0.467723409175423
2012,09.400.937/0001-29,Sem Setor Principal,259358,149882,114993,130865,130865,70103,27908,29923,2931,0,0.467721274068934
2012,61.088.894/0001-08,Têxtil e Vestuário,314173,97289,90784,108139,108139,45500,36907,38107,-12317,-58,0.467678771495236
2014,32.681.371/0001-72,Serviços Transporte e Logística,1264839,842862,741769,775260,775260,394129,226301,103637,51193,0,0.467607983276029
2015,17.281.106/0001-03,Saneamento Serv. Água e Gás,4258728,2460741,1911031,2036017,2036017,1150423,425291,471895,-11592,0,0.467510802640343
2013,33.113.309/0001-47,Gráficas e Editoras,1298165,737005,685989,714327,714327,344452,193741,84407,91727,0,0.467367249882972
2011,11.395.624/0001-71,Farmacêutico e Higiene,1090506,371060,345566,378758,378758,173395,116384,80751,8228,0,0.467296394114159
2015,61.065.298/0001-02,Metalurgia e Siderurgia,540462,228839,208712,214437,214437,106911,105816,145348,-143638,0,0.467188722202072
2022,09.288.252/0001-32,Educação,3565703,2682195,2107921,2258544,2258544,1252200,-5019,999909,11454,0,0.466856436612551
2020,09.114.805/0001-30,Petróleo e Gás,743943,502255,422183,482936,482936,234333,70077,201336,-22810,0,0.466561806253795
2015,28.127.603/0001-78,Bancos,2511868,645816,619039,619039,619039,301298,140138,21239,156364,0,0.466538456774066
2023,06.047.087/0001-39,Serviços Médicos,48302139,17616024,16115991,25599224,25599224,8216159,2211890,13057474,2113701,0,0.466402577562338
2016,10.747.021/0001-29,Máquinas Equipamentos Veículos e Peças,100074,37722,34971,37235,37235,17586,10386,6201,3062,0,0.466200095435025
2014,07.718.269/0001-57,Têxtil e Vestuário,2374456,905577,819582,881701,881701,421810,219629,269367,-29105,0,0.465791423589601
2019,01.599.101/0001-93,Serviços Transporte e Logística,610923,284381,243955,247033,247033,132288,81801,40090,-7146,0,0.465178756667991
2023,03.853.896/0001-40,Alimentos,141993605,26348456,19608224,33303709,33303709,12253073,4648520,20023362,-3621246,0,0.465039507438311
2013,07.718.269/0001-57,Têxtil e Vestuário,2333192,849717,758211,794815,794815,395103,227384,225063,-52735,0,0.464981870434509
2015,00.354.053/0001-00,Comércio (Atacado e Varejo),78794,42246,41216,44674,44674,19641,169802,10408,-155177,0,0.464919755716518
2022,12.528.708/0001-07,Máquinas Equipamentos Veículos e Peças,2745416,745851,692491,879471,879471,346439,92578,533163,-92709,0,0.464488215474673
2013,61.374.161/0001-30,Metalurgia e Siderurgia,120267,54592,52412,55881,55881,25356,13111,3287,14127,0,0.464463657678781
2023,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,27457632,7186013,5983960,6674659,6674659,3335114,843558,1711632,784355,0,0.464111879563814
2020,84.693.183/0001-68,Metalurgia e Siderurgia,1342586,484943,442060,884604,884604,225049,100313,417423,141819,0,0.464073097250605
2018,00.354.053/0001-00,Comércio (Atacado e Varejo),58886,21340,20469,20583,20583,9903,55185,28097,-72602,0,0.464058106841612
2009,16.234.171/0001-15,Petroquímicos e Borracha,139440,31580,25416,27239,27239,14654,12582,9000,-8997,0,0.464027865737809
2013,09.149.503/0001-06,Energia Elétrica,53104,24300,10961,17376,17376,11275,14096,8883,-16878,0,0.463991769547325
2016,92.702.067/0001-96,Bancos,11122485,3588178,3439944,3468796,3468796,1664572,1045374,98574,660276,0,0.463904522016466
2017,02.762.121/0001-04,Serviços Transporte e Logística,947077,636989,504007,527201,527201,295411,92789,144322,-5321,0,0.463761540623151
2020,08.807.432/0001-10,Educação,3471985,2479959,1941023,2207528,2207528,1149894,324942,634511,98181,0,0.463674601072034
2010,13.009.717/0001-46,Bancos,494898,261462,249531,249694,249694,121215,61685,8844,57950,0,0.463604653831149
2021,84.693.183/0001-68,Metalurgia e Siderurgia,2092446,638564,586606,850110,850110,296014,56141,305239,192716,0,0.463561992220044
2015,47.508.411/0001-56,Comércio (Atacado e Varejo),76500000,15963000,14861000,15765000,15765000,7397000,4608000,4036000,-276000,0,0.463384075674998
2022,04.972.092/0001-22,Comércio (Atacado e Varejo),2398166,766453,644743,735914,735914,355127,133294,213041,8775,25677,0.463338260793552
2011,17.245.234/0001-00,Têxtil e Vestuário,613318,187296,173839,182613,182613,86733,45444,34507,15929,0,0.463079830855971
2010,51.928.174/0001-50,Máquinas Equipamentos Veículos e Peças,1056867,460483,427506,431254,431254,213169,154226,54684,9175,0,0.462924798526764
2011,89.850.341/0001-60,Têxtil e Vestuário,1679315,748033,719973,935911,935911,346200,218478,65787,305446,0,0.462813806342768
2018,06.047.087/0001-39,Serviços Médicos,11657210,7398774,7005505,8152364,8152364,3422972,1204164,2345610,1179618,0,0.462640432049959
2011,21.255.567/0001-89,Têxtil e Vestuário,454098,109759,100049,103182,103182,50768,19602,8440,24372,0,0.462540657258175
2022,30.213.493/0001-09,Construção Civil Mat. Constr. e Decoração,1549800,239408,227872,355013,355013,110717,30119,21695,192482,0,0.462461571877297
2021,13.574.594/0001-96,Alimentos,3017874,1136802,760322,805362,805362,525638,345123,208442,-273841,0,0.46238307110649
2017,47.508.411/0001-56,Comércio (Atacado e Varejo),48812000,9180000,8347000,8869000,8869000,4244000,1909000,1851000,865000,0,0.462309368191721
2018,01.107.327/0001-20,Serviços Transporte e Logística,591218,231788,211887,214298,214298,107141,75916,25424,5817,0,0.462237044195558
2022,20.258.278/0001-70,Comércio (Atacado e Varejo),1154275,497435,465441,492951,492951,229930,74759,57604,130658,0,0.462231246293486
2010,08.936.792/0001-12,Alimentos,832627,438776,382041,388000,388000,202754,78789,98584,7873,0,0.462089995806516
2016,61.065.298/0001-02,Metalurgia e Siderurgia,541483,240129,221224,220539,220539,110937,105035,-31,4598,0,0.461989180815312
2009,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,799127,166319,147588,206413,206413,76818,39664,55109,34822,0,0.46187146387364
2009,92.660.604/0001-82,Petroquímicos e Borracha,2173519,179957,147591,254597,254597,83107,-63289,230370,4409,0,0.461815878237579
2020,52.548.435/0001-79,Serviços Transporte e Logística,3474215,1819477,1583480,1613118,1613118,839903,490735,241509,40971,0,0.461617816548382
2010,11.992.680/0001-93,Seguradoras e Corretoras,191556,130852,96098,106228,106228,60399,43121,20071,-17363,0,0.461582551279308
2023,13.783.221/0004-78,Alimentos,1957581,1257909,1038918,1050833,1050833,580293,222733,312982,-65175,0,0.461315564162431
2013,17.314.329/0001-20,Alimentos,333681,242786,221153,223704,223704,111988,46757,38713,26246,0,0.461262181509642
2016,87.762.563/0001-03,Crédito Imobiliário,126268,45842,44040,66734,66734,21131,28790,21750,-4937,0,0.460952838008813
2020,61.486.650/0001-83,Serviços Médicos,7698208,3528904,2763318,2939623,2939623,1626356,675887,785119,-147739,0,0.460867170090204
2022,92.660.570/0001-26,Sem Setor Principal,134238,78732,63770,65835,65835,36283,16735,1590,11227,0,0.460841843214957
2018,02.800.026/0001-40,Educação,5404199,4167440,3690662,4119559,4119559,1920430,30157,776116,1392856,0,0.460817672240032
2015,02.365.069/0001-44,Telecomunicações,821269,133776,126498,36548,36548,61616,142244,76734,-244046,0,0.460590838416457
2011,47.508.411/0001-56,Comércio (Atacado e Varejo),52453624,11351573,10645079,11273154,11273154,5227944,2281380,3044174,719656,0,0.460547978681016
2015,28.195.667/0001-06,Bancos,531676,531676,531676,531676,531676,244594,-101475,0,388557,0,0.460043334662464
2015,32.681.371/0001-72,Serviços Transporte e Logística,1317157,897740,794595,904604,904604,412816,273034,151331,67423,0,0.45983915164747
2017,33.041.260/0652-90,Comércio (Atacado e Varejo),28427000,6514000,6195000,6496000,6496000,2994000,1412000,1895000,195000,0,0.459625422167639
2022,60.730.348/0001-66,Papel e Celulose,261064,122383,108801,119736,119736,56244,37410,24570,1512,0,0.459573633592901
